id,imdb_id,overview,tagline,title,vote_average,vote_count,movieId,imdbId,tmdbId,movieId,rating,timestamp,userId
10499,tt0234805,"Rita Vogt is a radical West German terrorist who abandons the revolution and settles in East Germany with a new identity provided by the East German secret service. She lives in constant fear of having her cover blown, which unavoidably happens after the German re-unification.",,The Legend of Rita,5.4,6,5102,107985,21845,4383,3.5,1131663565,5102
37949,tt0188506,Kom is from a tribe of monkeys who live in a canopy. He rejects elders' authority as well as the superstition that the lower world would be inhabited by demons. But he accidentally falls from the trees…,,A Monkey's Tale,6.3,7,5103,108037,11528,4643,2.5,1131663696,5103
83500,tt0162024,"After a long lonely period of involuntary celibacy, Marty Sachs decides that he has had enough of New York and wants to pack up and run the family business in Maine. Yet before he leaves, he meets two available, attractive women, both named Nina. Nina Cohen shares many of the same eccentric interests as Marty, but she has grow gun-shy from one too many bad relationships. Blonde bombshell Nina Harris literally knocks Marty off his feet in an ill-fated attempt at snagging a cab.",When two beautiful women fall for the unluckiest guy in the world his life takes on delicious complications.,Two Ninas,7,1,5105,69995,931,4701,4,1131662966,5105
47943,tt0216800,"Harry knew Michel in high school; they meet again by accident, Harry inserts himself in Michel's life... and things take a sinister turn.",Who needs enemies?,"Harry, He's Here To Help",6.7,47,5106,275022,17130,4720,2.5,1131663383,5106
74340,tt0092545,"Chuck Murdock, a 12-year-old boy from Montana and son of a military jet pilot, becomes anxious after seeing a Minuteman missile on a school field trip. He protests the existence of nuclear weapons by refusing to play baseball, which results in the forfeit of a Little League game by his team. ""Amazing Grace"" Smith, a fictional Boston Celtics player, played by NBA star Alex English, decides to join the boy in his protest by resigning from professional basketball. This gives it nationwide coverage, inspiring more pro athletes to join the protest against nuclear weapons. The film reaches a climax when the President of the United States personally meets with Chuck, admiring his resolve but at the same time explaining the practical difficulties of disarmament. Sinister forces, meanwhile, threaten the lives of Amazing Grace and his agent, Lynn.","A boy raised a question, a man answered and the world paid attention.",Amazing Grace and Chuck,6.3,5,5107,251114,10592,4776,3,1131663420,5107
5709,tt0092546,"Acclaimed director John Landis (Animal House, The Blues Brothers) presents this madcap send-up of late night TV, low-budget sci-fi films and canned-laughter-filled sitcoms packed with off-the-wall sketches that will have you in stitches. Centered around a television station which features a 1950s-style sci-fi movie interspersed with a series of wild commercials, wacky shorts and weird specials, this lampoon of contemporary life and pop culture skewers some of the silliest spectacles ever created in the name of entertainment. A truly outrageous look at the best of the worst that television has to offer.",Shameless!,Amazon Women on the Moon,6,37,5108,251160,8470,4886,4,1131661901,5108
11215,tt0092605,The life of super-yuppie J.C. is thrown into turmoil when she inherits a baby from a distant relative.,An unexpected comedy,Baby Boom,6,70,5109,280030,16690,4896,3.5,1131662103,5109
26477,tt0092608,"Cowabunga! The surfing '60s ride into the new wave as Frankie and Annette star in this hip update of their old-time, good-time beach movies. With special appearances by Bob Denver, Tony Dow, Pee-Wee Herman, Jerry Mathers and other familiar faces. Frankie and Annette grow up and have kids in the midwest. They return to LA to visit their daughter who is shacked up with her boyfriend and tries to hide the fact. They begin to have marriage problems when Frankie runs into Connie, who has erected a shrine to him in her night club. Their punk son has joined up with the local surf toughs, and things all come to a head when the toughs challenge the good guys to a surfing duel",,Back to the Beach,5.9,15,5110,247745,39939,4963,2.5,1131662107,5110
10937,tt0092618,"Downtrodden writer Henry and distressed goddess Wanda aren't exactly husband and wife: they're wedded to their bar stools. But they like each other's company- and Barfly captures their giddy, gin-soaked attempts to make a go of life on the skids.",Some people never go crazy. What truly horrible lives they must lead.,Barfly,7.3,80,5111,107034,9272,4975,4.5,1131662960,5111
4639,tt0092641,"Hit man Cleve approaches writer/cop Dennis about a story for his next book: How Cleve made a living, working for one of the most powerful politicians in the country. To get the story right, they travel around the country to gather statements and evidence, while strong forces use any means they can to keep the story untold.",Writing A Book Is Easy. Writing A Best Seller Is Murder.,Best Seller,6.3,26,5114,44391,32499,4993,5,1131662640,5114
96,tt0092644,"Detroit cop, Axel Foley heads for the land of sunshine and palm trees to find out who shot police Captain Andrew Bogomil. Thanks to a couple of old friends, Axel's investigation uncovers a series of robberies masterminded by a heartless weapons kingpin – and the chase is on.",,Beverly Hills Cop II,6.1,627,5117,73026,39282,5010,2.5,1131662670,5117
90,tt0086960,"Tough-talking Detroit cop Axel Foley heads to the rarified world of Beverly Hills in his beat-up Chevy Nova to investigate a friend's murder. But soon, he realizes he's stumbled onto something much more complicated. Bungling rookie detective Billy Rosewood joins the fish-out-of-water Axel and shows him the West Los Angeles ropes.",The Heat Is On!,Beverly Hills Cop,6.8,985,5119,54269,37230,5026,4,1131663341,5119
11028,tt0092654,Remy McSwain is a New Orleans police lieutenant who investigates the murder of a local mobster. His investigation leads him to suspect that fellow members of the police force may be involved.,A cop and a lady lawyer caught in an explosive truth of police corruption.,The Big Easy,6.2,52,5120,69281,993,5219,3,1131662525,5120
57240,tt0092655,"Following the death of his father, suburbanite Obie runs away from home and winds up on Chicago's South Side. After being mugged, he befriends con artist Scam. The two then embark on a Down South adventure involving gangsters, the police, and a search for Scam's father.",,Big Shots,7,3,5121,75276,11698,5266,2.5,1131664572,5121
67307,tt0092656,"It is 1957. J.C. Cullen is a young man from a small town, with a talent for winning at craps, who leaves for the big city to work as a professional gambler. While there, he breaks the bank at a private craps game at the Gem Club, owned by George Cole, and falls in love with two women, one of them Cole's wife.","Lady luck is always on his side. Tonight, she's on fire.",The Big Town,5.9,9,5122,67803,41357,5349,5,1131662096,5122
19324,tt0092690,"Rudy, an American of Hispanic descent, whose south-of-the-border looks show him no mercy during an immigration raid in a migrant worker factory. As his luck goes, he is caught with neither money nor his ID and is deported to Mexico - without speaking a word of Spanish!",,Born in East L.A.,5.9,32,5125,81698,14475,5400,2.5,1131664567,5125
19933,tt0092695,"A group of dated appliances find themselves stranded in a summer home that their family had just sold decide to, a la The Incredible Journey, seek their young 8 year old ""master"". Children's film which on the surface is a frivolous fantasy, but with a dark subtext of abandonment, obsolescence, and loneliness.",Imagine if Your Toaster Went on a Journey of its Own!,The Brave Little Toaster,6.8,94,5127,259288,10052,5445,4.5,1131662075,5127
12919,tt0092718,"Nerdy high schooler Ronald Miller rescues cheerleader Cindy Mancini from parental punishment after she accidentally destroys her mother's designer clothes. Ronald agrees to pay for the $1,000 outfit on one condition: that she will act as though they're a couple for an entire month. As the days pass, however, Cindy grows fond of Ronald, making him popular. But when Ronald's former best friend gets left behind, he realizes that social success isn't everything.",Ronald is making an investment in his senior year. He's hiring the prettiest cheerleader in school to be his girlfriend.,Can't Buy Me Love,6.7,167,5128,238546,11979,5459,3.5,1131662534,5128
15785,tt0092746,"When successful businessman Sam Treadwell finds that his android wife, Cherry model 2000 has blown a fuse, he hires sexy renegade tracker E. Johnson to find her exact duplicate. But as their journey to replace his perfect mate leads them into the treacherous and lawless region of 'The Zone', Treadwell learns the hard way that the perfect woman is made not of computer chips and diodes.",Need A Bounty Hunter? She's Your Man.,Cherry 2000,6,67,5134,291341,9991,5464,2.5,1131663373,5134
31701,tt0092783,"An obsessive, insubordinate homicide cop is convinced a serial killer is loose in the Hollywood area and disobeys orders in order to catch him.",A killer on the loose. A cop on the edge.,Cop,6.6,18,5135,265343,480,5630,4.5,1131663277,5135
31563,tt0092798,"Eddie is a con artist. But this time he's framed and comes before a judge. By claiming insanity, he hopes to get off the hook. He manages end up in a hospital for a mental examination. That night, a storm breaks out over New York, and the electricity to the hospital is broken. In the ensuing chaos that follows, Eddie is taken for a doctor. Suddenly he is in charge of a whole hospital!",Guess who's playing doctor?,Critical Condition,6.2,17,5137,143861,18984,5679,4,1131663330,5137
12506,tt0092804,"A dramatic story, based on actual events, about the friendship between two men struggling against apartheid in South Africa in the 1970s. Donald Woods is a white liberal sell out in South Africa who begins to follow the activities of Stephen Biko, an arrogant and outspoken black anti-apartheid activist.",,Cry Freedom,7,52,5139,74174,23479,5816,3.5,1131663263,5139
89992,tt0265138,A woman tries to attract her reincarnated lover from her previous life but eventually turns to the aid of an evil sorcerer who rules over a tribe of cannibal midgets.,,Curse,3,1,5141,75718,19050,5872,3.5,1131662504,5141
70199,tt0092842,"A fledgling actress is lured to a remote mansion for a screen-test, soon discovering she is actually a prisoner in the middle of a blackmail plot.",,Dead of Winter,6.4,20,5142,61781,38442,5903,4,1131663118,5142
39507,tt0092843,"An all-Irish cast (including Donal McCann, Rachael Dowling and Colm Meaney) lends authenticity and gravitas to director John Huston's final film, an elegiac take on a short story by James Joyce (from The Dubliners). After a convivial holiday dinner party (circa 1904), things begin to unravel when a husband and wife address some prickly issues concerning their marriage. The movie stars Huston's daughter, Anjelica, and was scripted by his son, Tony.","A vast, merry, and uncommon tale of love.",The Dead,6.5,34,5146,216651,15999,5952,4.5,1131662637,5146
62185,tt0092854,"Gunnery Sergeant Burns reports for duty to an American Embassy in the Middle East. However due to the 'enlightened' views of the Ambassador, the marine security detachment he is in charge of is severely restricted in their functions and presence to avoid upsetting the host government. As a result, when terrorists attack the compound, they are able to kidnap hostages and escape with little opposition. Burns ignores the Ambassador's restrictions, and throws the rule books out the window, as he becomes a one man army in an attempt to rescue the hostages, and wipe out the terrorists.",,Death Before Dishonor,5,2,5147,50986,614,5989,3.5,1131663453,5147
24826,tt0092897,"As not-quite-orderlies who're downright Disorderlies, rap-music favorites The Fat Boys rule. Playing the freewheeling caretakers of the frail Dennison (Hollywood legend Ralph Bellamy), they stir up a comedic culture clash in Palm Beach society that only proves laughter is the best medicine this side of a tax refund.",,Disorderlies,4.4,12,5151,243736,2752,6286,4.5,1131662846,5151
30994,tt0092904,"The place is Melbourne, Australia 1978. The punk phenomenon is sweeping the country and Dogs In Space, a punk group, are part of it. In a squat, in a dodgy suburb, live a ragtag collection of outcasts and don't-wanna-be's who survive on a diet of old TV space films, drugs and good music. And the satellite SKYLAB could crash through their roof at any moment...",,Dogs in Space,5.9,6,5152,277434,10590,6333,4.5,1131663238,5152
17159,tt0092948,"Eddie Murphy delights, shocks and entertains with dead-on celebrity impersonations, observations on '80s love, sex and marriage, a remembrance of Mom's hamburgers and much more.",Shock has its value.,Eddie Murphy Raw,7.4,106,5153,204700,40723,6365,2.5,1131663156,5153
10110,tt0092965,"Jamie Graham, a privileged English boy, is living in Shanghai when the Japanese invade and force all foreigners into prison camps. Jamie is captured with an American sailor named Basie, who looks out for him while they are in the camp together. Even though he is separated from his parents and in a hostile environment, Jamie maintains his dignity and youthful spirits, providing a beacon of hope for the others held captive with him.","To survive in a world at war, he must find a strength greater than all the events that surround him.",Empire of the Sun,7.3,491,5159,104254,13225,6373,2,1131662491,5159
18935,tt0092974,"A group of juvenile criminals is sent for vacation to Kamp Kikakee. The clumsy Ernest has to care for them, although he doesn't even know how to take care of himself. The other children at the camp show enmity against them, but the group knows very well how to defend themselves. They do also help the Indian owner of the camp when a brutal mining corporation wants to tear down the camp to mine a rare mineral.",,Ernest Goes to Camp,5.5,40,5161,110146,46717,6502,3,1131662517,5161
764,tt0083907,"When a group of college students finds a mysterious book and recording in the old wilderness cabin they've rented for the weekend, they unwittingly unleash a demonic force from the surrounding forest.",The Ultimate Experience In Grueling Terror,The Evil Dead,7.3,913,5164,108395,35614,6539,4,1131663881,5164
20287,tt0092997,"A Texas Ranger and a ruthless narcotics kingpin - they were childhood friends, now they are adversaries.","An army of forgotten heroes, all officially dead. They live for combat. Now they've met the wrong man.",Extreme Prejudice,5.7,20,5165,80057,7219,6541,2.5,1131662684,5165
26964,tt0093006,An emotionally constrained view of the displacement of human feelings in our video saturated society. Van regularly visits his grandmother in a run-down nursing home. His father depends on phone sex for guidance meanwhile erasing family homevideos of happier times with homemade pornography. Will Van rescue his grandmother and memories of his mother in time?,Some things possess you at the strangest times,Family Viewing,5.7,6,5167,39645,18649,6754,2.5,1131723215,5167
71881,tt0093029,"A psychotic young man returns to his old neighborhood after release from prison. He seeks out the woman he previously tried to rape and the man who protected her, with twisted ideas of love for her and hate for him.",Friends last forever. Goodness is its own reward. ...And there ain't no Indians in the Bronx.,Five Corners,5.5,15,5168,43983,18646,6874,4,1131663918,5168
15658,tt0093036,"After the death of her husband, a mother takes her kids off to live with their grandparents in a huge, decrepit old mansion. However, the kids are kept hidden in a room just below the attic, visited only by their mother who becomes less and less concerned about them and their failing health, and more concerned about herself and the inheritence she plans to win back from her dying father.",Home sweet home is murder.,Flowers in the Attic,6.4,60,5169,38057,17058,6893,2,1131664302,5169
4918,tt0093044,"Plan Aurora, led by Kim Philby is a plan that breaches the top-secret Fourth Protocol and turns the fears that shaped it into a living nightmare. A crack Soviet agent, placed under cover in a quiet English country town, begins to assemble a nuclear bomb, whilst MI5 agent John Preston attempts to prevent it's detonation.",,The Fourth Protocol,6.1,49,5170,278295,13950,6934,2,1131663158,5170
28368,tt0093073,"A sergeant must deal with his desires to save the lives of young soldiers being sent to Vietnam. Continuously denied the chance to teach the soldiers about his experiences, he settles for trying to help the son of an old army buddy.","The story of the war at home, and the people who lived through it.",Gardens of Stone,5.5,25,5171,268695,2135,7143,4,1131663528,5171
58084,tt0093092,"Julia, an American woman living in Italy, becomes depressed and traumatized after her husband Paolo is killed in a car accident on their wedding day. Six years later, Julia inexplicably finds herself sliding in time between two different worlds where in one she is still struggling with her grief over Paolo's death, and in the other world she is married to Paolo who's alive and well with their five year old son, where Julia is having an affair with a British gentleman named Daniel, in which the frequent supernatural sliding between these two worlds threaten to drive Julia crazy when she begins having difficulty in telling them apart and learning which world she is currently living in.",A love trapped between two worlds,Julia and Julia,6,5,5172,290212,15186,7147,4,1131663431,5172
52780,tt0093093,"A son longs to escape from his stifling home, where his genteel mother worries about the future prospects of his lame, shy sister.",,The Glass Menagerie,6.2,9,5177,35015,965,7153,4,1131662007,5177
48149,tt0093104,"After the bankruptcy of their father's stonemasonry firm, brothers Nicola and Andrea emigrate to America to restore their fortunes. After many adventures and near-disasters, they end up in Hollywood designing sets for D.W.Griffith and marry beautiful actresses, but tragedy strikes with the arrival of World War I, which finds the brothers fighting on opposite sides...",,"Good Morning, Babylon",5.8,5,5179,80798,10889,7360,3.5,1131663298,5179
26156,tt0093186,A very successful stock broker is called to court to testify against a mob boss who was into some inside trading. Andrew Morenski must become Max Hauser and go back to high school for protection from the mob.,There's only one thing more frightening than murder.. High School,Hiding Out,5.2,14,5180,80813,16149,7373,3,1131662518,5180
34101,tt0093200,"Aspiring actor and hot-dog stand employee Bobby Taylor catches the ire of his grandmother for auditioning for a role in the regrettably titled exploitation film ""Jivetime Jimmy's Revenge."" When Tinseltown Studios casts Taylor in the title role, he has a series of conflicted dreams satirizing African-American stereotypes in Hollywood, and must reconcile his career goals with his desire to remain a positive role model for his little brother.","Bobby Taylor was on his way to becoming a star, when a funny thing happened...",Hollywood Shuffle,5.7,20,5182,80846,25628,7438,4.5,1131663403,5182
32054,tt0093209,"British writer/director John Boorman (The Emerald Forest) draws us into an astonishing and exhilarating portrait of his own childhood, set against the terrors of a London torn apart by the onset of WWII. Seven-year-old Billy Rohan (Sebastian Rice Edwards) finds his childhood to be atime of great dangerand even greater discovery. From thunderous bombings at his own doorstep andthe constant threat of Luftwaffe air raids to the landing of a German paratrooper in his neighborhood and the joyous obliteration of his much-hated school, Billy's young life is shapedand even enrichedby the one positive thing war has brought him: liberation from the ordinary. And though Billy is surrounded by decimation and the smoking remnants of ruined lives, his sense of enchanted wonderment and innocence in the face of man's most destructive folly affect him in a way that alters his life forever.",The epic story of a world at war. And a boy at play.,Hope and Glory,6.5,44,5186,80888,22288,7454,3,1131663081,5186
14464,tt0093215,"Young Danny is following his rich girlfriend's family to the Caribbean. But suddenly he simply must make a chemistry test and cannot go with them. After they have left, he gets a leave from his professor and takes a plane to find them. But he is not quite sure where they are, and meets smugglers, crazy captains and murderers.",She promised him ten days together in paradise. He never dreamed how far he'd have to go.,Hot Pursuit,6.1,21,5187,80889,32030,7482,4,1131664239,5187
65501,tt0093225,"In the Pacific Northwest during the 1950s, two young sisters whose mother has abandoned them wind up living with their Aunt Sylvie, whose views of the world and its conventions don't quite live up to most people's expectations.",A tidy comedy,Housekeeping,5.5,11,5193,80948,15310,8360,3.5,1131662473,5193
32227,tt0093231,"A ""devilish"" tale about an ordinary guy who is visited by a beautiful apparition promising him popularity and drop-dead good looks in exchange for his soul. Transformed overnight into a ""hunk,"" he soon discovers there may be hell to pay for his new lifestyle!",He made a devil of a deal... Now there's hell to pay!,Hunk,7,2,5198,81070,14807,8368,3.5,1131662938,5198
2614,tt0093260,"Test pilot Tuck Pendleton volunteers to test a special vessel for a miniaturization experiment. Accidentally injected into a neurotic hypochondriac, Jack Putter, Tuck must convince Jack to find his ex-girlfriend, Lydia Maxwell, to help him extract Tuck and his ship and re-enlarge them before his oxygen runs out.",This summer take a trip you'll never forget.,Innerspace,6.6,336,5199,81071,14729,8636,4.5,1131663248,5199
40962,tt0093277,"Albany, New York, Halloween, 1938. Francis Phelan and Helen Archer are bums, back in their birth city. She was a singer on the radio, he a major league pitcher. Death surrounds them: she's sick, a pal has cancer, he digs graves at the cemetery and visits the grave of his infant son whom he dropped; visions of his past haunt him, including ghosts of two men he killed. That night, out drinking, Helen tries to sing at a bar. Next day, Fran visits his wife and children and meets a grandson. He could stay, but decides it's not for him. Helen gets their things out of storage and finds a hotel. Amidst their mistakes and dereliction, the film explores their code of fairness and loyalty.",Hard times and Good times. Francis and Helen.,Ironweed,6.4,30,5202,81176,39543,8798,3,1131663440,5202
12704,tt0093278,"Two terrible lounge singers get booked to play a gig in a Moroccan hotel but somehow become pawns in an international power play between the CIA, the Emir of Ishtar, and the rebels trying to overthrow his regime",,Ishtar,4.3,29,5203,81178,39578,8947,3,1131663094,5203
580,tt0093300,"After another deadly shark attack, Ellen Brody decides she has had enough of New England's Amity Island and moves to the Caribbean to join her son, Michael, and his family. But a great white shark has followed her there, hungry for more lives.","This time, it’s personal.",Jaws: The Revenge,3.5,227,5205,81184,30924,8950,4,1131663467,5205
24828,tt0093405,"After separating from his wife, Leonard Parker (Cosby) quit the spy business and became a restaurateur. His wife refuses to speak with him, and his daughter, who changes her career more often than her clothes, has begun dating a man old enough to be Leonard's father! On top of it all, the government has asked him to come back and save the world again.",,Leonard Part 6,2.7,27,5208,81237,18910,8957,4.5,1131663282,5208
13703,tt0093407,"A college freshman returns to Los Angeles for the holidays at his ex-girlfriend's request, but discovers that his former best friend has an out-of-control drug habit.","In Beverly Hills, you can have anything your heart desires. You just can't have it the way it used to be.",Less Than Zero,6.1,77,5210,81248,24919,8961,3.5,1131663378,5210
36914,tt0093418,"Dr. Jack Hammond has best chances to become medical superintendent in the clinic. So he's completely absorbed in his work and has no understanding for his teenage son Chris' problems with school. By accident one of them drinks a brain-exchanging serum, and it switches their identities. This leads of course to extraordinary complications in school and at work, but also to insight in the problems and feelings of each other.",,Like Father Like Son,5.3,39,5214,76489,24032,30793,4,1131663273,5214
1547,tt0093437,A mother and her two teenage sons move to a seemingly nice and quiet small coastal California town yet soon find out that it's overrun by bike gangs and vampires. A couple of teenage friends take it upon themselves to hunt down the vampires that they suspect of a few mysterious murders and restore peace and calm to their town.,Sleep all day. Party all night. Never grow old. Never die. It's fun to be a vampire.,The Lost Boys,6.8,545,5218,268380,425,31184,4.5,1131753070,5218
42010,tt0093467,"A romantic, occasionally funny, drama about two souls who consummate their marriage literally in ""Heaven"". Mike Shea, in his first life dies as a young man performing a heroic rescue. Shortly after arriving in ""Heaven"" he meets a new soul, Annie Packert, who has never lived on Earth before. The drama centers around their separation soon after being wedded and the burning question is whether they will reunite on Earth before time runs out or whether they are fated to eternal soul-searching.","12,000 babies will be born in the United States today. Two will already have fallen in love.",Made in Heaven,6.6,16,5219,120804,1576,31696,4,1131663089,5219
2608,tt0093476,"Spoiled Jessie Montgomery, whose wild behavior and spending excesses cause her well-meaning but exasperated millionaire father Charles to wish he never had her, is visited by fairy godmother Stella. In an effort to save Jessie, Stella casts a spell which causes Charles to no longer have a daughter. Jessie, now penniless and without a friend, must take a maid's job to earn a living, and hopefully to learn her lesson.","She was raised in a Beverly Hills mansion. Now, she's got to clean one.",Maid to Order,5.2,17,5220,284490,5851,32587,4.5,1131663293,5220
32058,tt0093477,"A reclusive scientist builds a robot that looks exactly like him to go on a long term space mission. Since the scientist seems to lack all human emotion he is unable to program them into his android and an eccentric woman is hired to ""educate"" the robot on human behavior. In the end she falls in love ... but is the robot or the Dr. Mr Right?",,Making Mr. Right,3.8,8,5222,264761,15647,33493,2.5,1131663228,5222
10019,tt0093493,"Jonathan Switcher, an unemployed artist, finds a job as an assistant window dresser for a department store. When Jonathan happens upon a beautiful mannequin he previously designed, she springs to life and introduces herself as Emmy, an Egyptian under an ancient spell. Despite interference from the store's devious manager, Jonathan and his mannequin fall in love while creating eye-catching window displays to keep the struggling store in business.","Just because Jonathan's fallen in love with a piece of wood, it doesn't make him a dummy.",Mannequin,5.5,130,5223,256259,25110,33794,3,1131662462,5223
11649,tt0093507,"The world of Eternia in the aftermath of Skeletor's war on Castle Grayskull, which he has won after seizing Grayskull and the surrounding city using a cosmic key developed by the locksmith Gwildor. The Sorceress is now Skeletor's prisoner and he begins to drain her life-force as he waits for the moon of Eternia to align with the Great Eye of the Universe that will bestow god-like power upon him.",A battle fought in the stars. Now... comes to Earth.,Masters of the Universe,5.1,196,5224,282864,38880,37729,5,1131663664,5224
84499,tt0093539,"A dying man in a roadside diner tells the other patrons about money he has hidden in four places.  But instead of directions, he leaves them only with clues they must solve in order to claim the loot.","There are millions hidden somewhere nearby, and these wild and crazy people will do almost anything to find it.",Million Dollar Mystery,4.5,1,5225,245574,1391,1,3,1148729853,5225
13509,tt0093560,"Count Dracula adjourns to Earth, accompanied by Frankenstein's Monster, the Wolfman, the Mummy, and the Gillman. The uglies are in search of a powerful amulet that will grant them power to rule the world. Our heroes - the Monster Squad are the only ones daring to stand in their way.",You know who to call when you have ghosts but who do you call when you have monsters?,The Monster Squad,6.8,146,5226,85154,18172,6,3.5,1148730128,5226
63639,tt0093562,"Set in the early 1920s, the film follows Tom Birkin, who has been employed to carry out restoration work on a Medieval mural discovered in a church in the small rural community of Oxgodby, Yorkshire. The escape to the idyllic countryside is cathartic for Birkin, haunted by his experiences in World War I. Birkin soon fits into the slow-paced life of the remote village, and over the course of the summer uncovering the painting begins to lose his trauma-induced stammer and tics.",,A Month in the Country,5.9,10,5227,55774,24248,11,3.5,1166728170,5227
30175,tt0093567,"After seven years in boarding school, Morgan Stewart is finally coming home. He discovers it's not the same happy home it used to be....","He was just Ducky in ""Pretty in Pink"". Now he's crazy rich...and it's all his parents' fault.",Morgan Stewart's Coming Home,4.9,8,5229,125209,19797,16,4,1148672550,5229
51521,tt0093589,"Denny has yet again been left by her thug boyfriend Chip. It seems as if she is doomed to be stuck with awful guys, this time she has to choose between nerdy Charles and the strange Kaz, who turns into a monster when sexually aroused.",A homeless street musician becomes a demon when sexually aroused.,My Demon Lover,5.9,5,5230,40679,17804,19,2,1148669114,5230
34379,tt0093638,"A rookie cop goes undercover to infiltrate a gang of car thieves led by smooth and charming Ted. The rookie becomes too involved and starts to enjoy the thrill and lifestyle of the game, and becomes romanticly involved with the leaders sister.",,No Man's Land,6.1,28,5231,35262,31805,20,1.5,1148720884,5231
22915,tt0093648,"On a small stretch of coastline as powerful as a man's will, Rick Kane came to surf the big waves. He found a woman who would show him how to survive, and a challenge unlike any other.",,North Shore,5.2,13,5232,32993,13861,24,3.5,1148673467,5232
24940,tt0192111,"Ordinary single girl Amanda Pierce (Monica Potter) unexpectedly finds herself sharing an awesome Manhattan apartment with four sexy supermodels. Determined to bring Amanda into their world, the models give her the ultimate makeover. The plan works fabulously as Amanda connects with next door charmer Jim Winston (Freddie Prinze, Jr.). That is, until one night...",Unleash your inner model.,Head Over Heels,5.3,73,5233,38032,29021,32,4,1148730400,5233
37302,tt0190524,"Rayford Steele is an airline pilot whose relationship with his wife has gone sour;he ponders having an affair with an attractive flight attendant, Hattie Durham. In the midst of a flight to London, a number of their passengers mysteriously disappear, and chaos takes hold as a number of vehicles on the ground and in the air are suddenly unmanned. Meanwhile, Buck Williams, a television journalist, is pondering the rash of sudden disappearances as he works on a report about Dr. Chaim Rosenzweig, an Israeli scientist who has devised a formula that would make any soil on earth easy to cultivate. However, Buck wonders if there's more to Rosenzweig than he first imagined when he discovers the doctor is in cahoots with two multi-millionaires who plan to broker the invention to promote their own agenda of international domination.",The Future Is Clear.,Left Behind,4,41,5234,34116,31812,34,3.5,1166728173,5234
10984,tt0242998,Five friends are stalked and murdered by a masked assailant while preparing for Valentine's Day.,Remember that kid everyone ignored on Valentine’s Day? - He remembers you.,Valentine,5,114,5236,97106,28213,47,4.5,1148669590,5236
843,tt0118694,A melancholy story about the love between a woman and a man who live in the same building and one day find out that their husband and wife had an affair with each other. More and more the two meet during their daily lives as they determine that they both don’t want to be lonely in their marriage.,"Feel the heat, keep the feeling burning, let the sensation explode.",In the Mood for Love,7.8,379,5237,83169,10627,50,4,1148670466,5237
121091,tt0177769,A struggling artist is implicated in a string of macabre murders.,Who Can You Trust... When You No Longer Trust Yourself...,Fever,6,1,5238,81420,42750,58,3.5,1148672099,5238
318,tt0120753,The Million Dollar Hotel starts with a jump from a roof top that clears up a death in a hotel that was burning to the ground where a lot of strange people had been living.,,The Million Dollar Hotel,5.9,76,5241,81480,28124,62,4,1166728220,5241
12806,tt0250478,"A Spanish coming of age story focusing on the antics of two 17 year olds, who have a posh beach house almost all to themselves one summer. This is also a summer of sexual awakenings.",,Nico and Dani,5.9,24,5242,81485,41034,89,4,1148669357,5242
9740,tt0212985,"After having successfully eluded the authorities for years, Hannibal peacefully lives in Italy in disguise as an art scholar. Trouble strikes again when he's discovered leaving a deserving few dead in the process. He returns to America to make contact with now disgraced Agent Clarice Starling, who is suffering the wrath of a malicious FBI rival as well as the media.","His genius undeniable. His evil, unspeakable.",Hannibal,6.4,1296,5243,81499,11563,104,3.5,1148730116,5243
10878,tt0239948,"A pair of buddies conspire to save their best friend from marrying the wrong woman, a cold-hearted beauty who snatches him from them and breaks up their Neil Diamond cover band.",They swore nothing would come between them. Then evil walked in the door,Saving Silverman,5.4,155,5244,81506,15119,110,3.5,1148669588,5244
47588,tt0230783,"Under the influence of signs and premonitions, a man allows himself to veer in and out of a love affair with his colleague.",,Signs & Wonders,5,1,5246,81529,12705,111,5,1148671365,5246
10697,tt0216787,"Agnès Jaoui co-writes and directs this romantic comedy of manners set in France's rustic Provence. Unpolished and ultra-pragmatic industrialist Jean-Jacques Castella (co-scripter Jean-Pierre Bacri) reluctantly attends Racine's tragedy ""Berenice"" in order to see his niece play a bit part. He is taken with the play's strangely familiar-looking leading lady Clara Devaux (Anne Alvaro). During the course of the show, Castella soon remembers that he once hired and then promptly fired the actress as an English language tutor. He immediately goes out and signs up for language lessons. Thinking that he is nothing but an ill-tempered philistine with bad taste, Clara rejects him until Castella charms her off her feet.",,The Taste of Others,6.6,48,5247,76729,11006,150,3.5,1148672933,5247
7093,tt0190861,"In 1671, with war brewing with Holland, a penniless prince invites Louis XIV to three days of festivities at a chateau in Chantilly. The prince wants a commission as a general, so the extravagances are to impress the king. In charge of all is the steward, Vatel, a man of honor, talent, and low birth. The prince is craven in his longing for stature: no task is too menial or dishonorable for him to give Vatel. While Vatel tries to sustain dignity, he finds himself attracted to Anne de Montausier, the king's newest mistress. In Vatel, she finds someone who's authentic, living out his principles within the casual cruelties of court politics. Can the two of them escape unscathed?",Some men are too noble to live among aristocracy.,Vatel,6,32,5248,86325,15120,153,3,1148720873,5248
16300,tt0231775,"After dying before his time, an aspiring comic gets a second shot at life... by being reincarnated as a wealthy but un-likable businessman.",,Down to Earth,4.9,98,5250,81562,21629,154,4,1148672842,5250
